epoch,train_loss,val_loss
1,2.8275840327923114,2.7348853328153613
2,2.67793597700657,2.599397292082337
3,2.5353248333075107,2.4502764977453575
4,2.360275978381817,2.2365967152741155
5,2.167119048778827,2.106727957138287
6,2.103452711154253,2.0616157395499095
7,2.059117253083449,2.0221519125701954
8,2.020519914333637,1.9848877508652034
9,1.9914766382070688,1.986815758330873
10,1.9594718984457162,1.929200134841092
11,1.9244760961777125,1.8851531006041027
12,1.8920553716512827,1.8570278653957573
13,1.8673541903373523,1.838669961896436
14,1.8454416089913783,1.8200559884260832
15,1.8191732683181763,1.7879661840366807
16,1.7786276387679272,1.7422318863751265
17,1.7295293109844891,1.692288251541714
18,1.6524559920873398,1.5864059643205164
19,1.5352080021393604,1.461083257531102
20,1.4148911636792696,1.347290999196433
21,1.323117886812259,1.2736355565451636
22,1.2807404590508877,1.246731498362787
23,1.2529368728246444,1.246539324766701
24,1.2330014462593275,1.2779590876035893
25,1.2094575561132186,1.1738483101276342
26,1.1838755344977745,1.1555474838012545
27,1.2691089598826872,1.293133341424375
28,1.1661329407325158,1.1343046493326698
29,1.1454139424348488,1.123775970563904
30,1.1306286433537802,1.106635155544688
31,1.1242073244437194,1.1027486418268364
32,1.120423204690982,1.0866939821854014
33,1.107408458856436,1.0858022760483628
34,1.0960499180524776,1.1039606072436805
35,1.4535772042396742,1.23355829559132
36,1.144017502515744,1.2335457523859585
37,1.137108139551603,1.0831960821386628
38,1.0854874811539283,1.061437784548855
39,1.0812011758853228,1.0770268148585103
40,1.0819459645197942,1.0691333508060874
41,1.065326127419105,1.0479672488516383
42,1.0684537776555771,1.048711910819381
43,1.0546423638661702,1.0617746811586453
44,1.0512222987443973,1.0314298222217653
45,1.052394928149688,1.0291497826771978
46,1.0427941846847535,1.0157358206943143
47,1.0308650096502059,1.0193258542536907
48,1.0205144355235956,1.0028031210985482
49,1.0253743648039988,1.0003627679618121
50,1.0432156078632062,0.9906918013037131
51,1.0188316747225248,0.9876671665407754
52,1.0144584143467439,0.9823451729243612
53,1.0135760639875364,1.006378602805396
54,1.004630679803017,0.9983216228547747
55,1.0103766761681972,0.9690211341886098
56,1.00173051684942,0.9654927267425362
57,0.9889645546155098,0.961335891475427
58,0.9943439068427453,0.9859325036235239
59,0.993806490335709,0.9685188347874408
60,0.976910709637862,0.9566966561456814
61,0.9698780482365534,0.9563021511084144
62,0.960993367537474,0.94841708720024
63,0.9544186676832346,0.9380823245580951
64,0.9580774083871108,0.9286276368280545
65,0.9508681652851594,0.9744430729516818
66,0.9467211627471142,0.9300336260317973
67,0.940196626540942,0.9219572393373511
68,0.9355444213060232,0.9532173286713599
69,0.9443153875913376,0.9470642062243569
70,0.9334448428765322,0.9140502482603727
71,0.9293286320857512,0.8969575371256798
72,0.9254168736139933,0.9041652037396611
73,0.9217837553268824,0.9288723392439593
74,0.915507056480799,0.8817419169963091
75,0.9049134829350007,0.880797681452214
76,0.8960368015582745,0.8852113755465728
77,0.8909959325790405,0.8700674285833863
78,0.889934513483292,0.8591475069816477
79,0.8839754416147868,0.856900340915705
80,0.8924405681903546,0.906095788690257
81,0.8860955184423006,0.8575906710475928
82,0.8564139227255797,0.8443837246088363
83,0.8547384655781282,0.8284946521514742
84,0.8379102758994469,0.8361389456907126
85,0.8383908236087897,0.8163661072015371
86,0.8270310444587317,0.8119667846776778
87,0.8175362351735433,0.7939261922303875
88,0.8062977790954785,0.7804551739215068
89,0.797351117500892,0.8080194045365934
90,0.7975757459738315,0.7954239954893616
91,0.790960599777026,0.7764485608572247
92,0.7874825692299084,0.7580102515729582
93,0.7766682604520749,0.7915206143421493
94,0.77654773633908,0.8027765592330782
95,0.7757356897989909,0.7439625915048158
96,0.7583867511749267,0.7503813824238644
97,0.7618754014235276,0.7614684838966783
98,0.7527051936296316,0.7344234578910915
99,0.7456833712993524,0.7355333087088047
100,0.7426066199571658,0.7391062878035559
101,0.7437201154659956,0.7179831223339087
102,0.7349021276816343,0.759595021042722
103,0.7327463457034185,0.7092829326103474
104,0.7263054675444579,0.7102243215188213
105,0.718670210410387,0.7018864501286023
106,0.7103913620924338,0.6977186801985567
107,0.707098979925498,0.7036920896500398
108,0.7060474750567706,0.6871168219984458
109,0.6989591169112768,0.6821217120966104
110,0.6930681127401499,0.6757634067770295
111,0.6841782243924264,0.6683667897199371
112,0.6870350575080285,0.6722686069548032
113,0.6803728336921105,0.6753482548474091
114,0.672044364574628,0.6578180024580806
115,0.6673500572962638,0.6538761517488701
116,0.6644398933801896,0.6541318047810071
117,0.6572316932555957,0.6647151040130452
118,0.6513692092406445,0.6380365186528424
119,0.6479296470788809,0.6313148077289851
120,0.6465842770062961,0.6295129711600556
121,0.6426791156866611,0.624618976672099
122,0.6357369137054835,0.6371331015243906
123,0.6322602424866114,0.6254123648007711
124,0.6281009978392186,0.6173577481889959
125,0.6266139782514327,0.6259151873330178
126,0.6222643466362586,0.6081411815041979
127,0.6193512047376388,0.6243534033325897
128,0.6102037448883056,0.6052394015056942
129,0.6092145565473116,0.5939653317133585
130,0.6010931905477475,0.5975852505914097
131,0.596001496327229,0.5906061092621
132,0.592109601350931,0.5811634461085001
133,0.5861383355336311,0.5759240464232434
134,0.5818582626489492,0.5700499975231089
135,0.5765711898559179,0.5701036089159585
136,0.5729536863168081,0.5690144398333795
137,0.5700683223773272,0.581868891058297
138,0.5708333452664889,0.5763292686496854
139,0.5645488969607231,0.5527357297577882
140,0.5623711814635839,0.5568962196019679
141,0.5559480044536101,0.5448498340271573
142,0.5505084253152212,0.5447588620710451
143,0.550010901536697,0.5545971056902154
144,0.5433464588263096,0.5398171045901544
145,0.541037965566684,0.5321938836907323
146,0.5353817277443714,0.5281988340254096
147,0.5296991915580553,0.5263415254004091
148,0.5275672037907135,0.5193831783601608
149,0.5273297279431269,0.5189191562984573
150,0.5212763126813449,0.51601118671483
151,0.5148602775121347,0.5138854679019972
152,0.5129384996463091,0.5023701284906547
153,0.512270043128576,0.5031620685885888
154,0.506868021206978,0.5073268337202776
155,0.502375519251212,0.497425957755698
156,0.49576584973702065,0.48935707664646344
157,0.4969767847672487,0.49310912032824233
158,0.49052938728454787,0.48463738757401265
159,0.4874123967244075,0.47966281572977704
160,0.48311199798339455,0.47735228865408935
161,0.4782502064032432,0.47536196536422753
162,0.4779469767350417,0.47315328021354863
163,0.47489439079700374,0.470572565968205
164,0.4718139664576604,0.46685306828206
165,0.46850225830078124,0.46840723884125257
166,0.4639735877697284,0.4581996040978455
167,0.4617460340353159,0.45636757116991117
168,0.4588437183820284,0.45361005623743844
169,0.45710302797341956,0.45415665128548155
170,0.4512156193256378,0.4539179948750388
171,0.44739994365129715,0.4442192803462738
172,0.44395432986357275,0.43912528418555047
173,0.4425375170218639,0.44083282581495337
174,0.43786596292715807,0.44518569459273116
175,0.4365703497544313,0.43095353103819345
176,0.4338095771838457,0.4260522620431308
177,0.42933605872056424,0.436457414540947
178,0.4245721910733443,0.43047046808186423
179,0.42251416826248167,0.42465454565088934
180,0.41951042658854754,0.41327005986901144
181,0.41887504092240946,0.41499812428782923
182,0.4136278463449234,0.4076210086177331
183,0.40762058430451614,0.4070577747716105
184,0.4022168694887406,0.40448420368783383
185,0.40321314789698676,0.3987294826014289
186,0.40081169136976585,0.3999976294577024
187,0.39823687975834576,0.4066984049596614
188,0.3947090703340677,0.4025125834350711
189,0.39185371570709426,0.3884608823873335
190,0.3883261252977909,0.3846229290335832
191,0.38502383809823254,0.3816718907387582
192,0.38361842172573773,0.3848125039063064
193,0.38360272214351554,0.3808493500664121
194,0.37960370856676345,0.3760760121157604
195,0.37705375640208905,0.39452996150221925
196,0.37648872565611813,0.3738654595486245
197,0.37188080208118146,0.38094092139665325
198,0.37269293825442973,0.36988125753715906
199,0.3715042229982523,0.36775613271544133
200,0.36710486080096316,0.36722700143682546
201,0.36582046108368116,0.36487840891667384
202,0.36388265183033086,0.3629438066717439
203,0.36540560034605174,0.36560182021364984
204,0.3616836741337409,0.36067377023508984
205,0.35896678516192315,0.35732070164531715
206,0.3607610750014965,0.3672030870550372
207,0.3572688019886995,0.36122535269444406
208,0.35532333653401105,0.35435559244578696
209,0.3569904208611219,0.36426492855075154
210,0.3547930314051799,0.3520880249529245
211,0.35175068991000835,0.3521601533263383
212,0.35458985823851363,0.36002542575200397
213,0.3503481817673414,0.36083235558617877
214,0.3511591701813233,0.3568748560640808
215,0.34783144094393803,0.34674117737411475
216,0.34706307116532936,0.34613856227918605
217,0.3452433685767345,0.3437619559674819
218,0.34178236198425294,0.34386540105190183
219,0.34191270035963794,0.34358560304923597
220,0.3428116931915283,0.3499513346769148
221,0.34101176810875916,0.3437812934172369
222,0.3407494506163475,0.3413205472706574
223,0.33993170439279996,0.34056369923605706
224,0.33959318499076063,0.3389178648566573
225,0.33701643435160317,0.3376533964584614
226,0.33550921555665825,0.3352477576932296
227,0.3358882041711074,0.339078684745751
228,0.33599463272706054,0.33624541133103897
229,0.3329251952660389,0.3363395651377285
230,0.33256406092643737,0.34481674041262594
231,0.3334842379643367,0.3467990600416813
232,0.3326480148938986,0.3353254185325798
233,0.3321750872563093,0.3330509431647941
234,0.33185549034827794,0.3447860973613407
235,0.3314467772214841,0.32905557179098643
236,0.328554526915917,0.3298877734073081
237,0.32898133992537476,0.3290222056197807
238,0.3281167221191602,0.327388106993658
239,0.3259625553290049,0.3256470804731247
240,0.3244014156903976,0.32985109805277807
241,0.32752665735513736,0.3372230213655431
242,0.32486736424763996,0.3254318610200741
